,race,gender,is_recid,score
2287,Caucasian,Male,0,0
2288,African-American,Male,1,1
2289,African-American,Male,1,0
2291,Caucasian,Male,0,0
2292,African-American,Female,0,1
2293,Hispanic,Male,0,0
2294,African-American,Male,0,1
2295,African-American,Male,0,0
2296,African-American,Male,1,0
2297,African-American,Female,1,1
2298,Caucasian,Male,0,1
2299,African-American,Male,1,1
2300,Hispanic,Male,1,0
2301,African-American,Male,0,0
2303,Hispanic,Male,0,0
2304,African-American,Female,0,1
2306,Caucasian,Male,0,0
2307,African-American,Male,1,1
2308,Caucasian,Male,0,0
2309,Other,Male,1,0
2310,Hispanic,Male,1,0
2312,African-American,Male,1,1
2313,Caucasian,Male,0,0
2315,African-American,Female,0,0
2316,Hispanic,Male,0,0
2317,Caucasian,Female,0,0
2318,Caucasian,Male,1,1
2320,Caucasian,Male,0,0
2321,Caucasian,Male,1,0
2322,African-American,Male,0,0
2323,African-American,Male,0,1
2324,Caucasian,Male,0,0
2326,Caucasian,Male,1,1
2327,Caucasian,Female,1,0
2328,African-American,Male,1,0
2329,Hispanic,Male,0,0
2330,African-American,Male,0,0
2331,African-American,Male,1,1
2332,African-American,Male,1,1
2333,Caucasian,Male,0,0
2334,Caucasian,Male,0,0
2335,Hispanic,Male,0,0
2338,African-American,Male,0,0
2339,African-American,Male,1,1
2340,African-American,Male,1,1
2341,Caucasian,Male,0,1
2343,Caucasian,Male,1,0
2344,Caucasian,Male,1,1
2345,African-American,Male,0,0
2346,African-American,Male,1,0
2347,Caucasian,Male,0,0
2348,African-American,Male,0,0
2350,Hispanic,Female,1,0
2351,Caucasian,Male,0,1
2352,Caucasian,Male,1,0
2353,Hispanic,Male,0,0
2354,Caucasian,Male,0,0
2355,African-American,Male,1,0
2356,Caucasian,Male,0,0
2357,Caucasian,Male,1,1
2358,African-American,Male,0,0
2359,Hispanic,Male,0,0
2360,African-American,Female,1,1
2361,African-American,Male,1,1
2362,African-American,Male,1,1
2364,African-American,Male,0,0
2366,Caucasian,Male,0,1
2367,African-American,Male,1,1
2368,African-American,Male,1,1
2369,African-American,Male,0,0
2370,Caucasian,Male,1,1
2372,Caucasian,Female,0,0
2373,African-American,Male,0,1
2374,African-American,Male,1,1
2375,Caucasian,Male,0,1
2376,Caucasian,Male,0,1
2377,African-American,Male,1,1
2378,African-American,Male,1,1
2379,Caucasian,Male,0,0
2380,Caucasian,Female,0,0
2381,Caucasian,Male,0,0
2383,African-American,Female,0,1
2384,African-American,Male,0,0
2385,Caucasian,Male,0,1
2386,African-American,Male,1,0
2387,African-American,Male,1,1
2388,Caucasian,Male,0,0
2389,Caucasian,Male,1,1
2390,African-American,Male,0,0
2391,African-American,Male,1,1
2392,African-American,Male,1,1
2393,African-American,Male,1,0
2394,African-American,Male,0,0
2395,African-American,Male,0,0
2396,African-American,Male,0,1
2397,African-American,Female,0,0
2398,Other,Male,0,0
2400,Other,Male,0,0
2401,African-American,Male,1,1
2402,African-American,Male,0,1
2403,African-American,Male,0,1
2404,African-American,Female,0,0
2405,African-American,Male,0,1
2408,Caucasian,Male,0,0
2409,Other,Male,0,0
2410,African-American,Female,0,0
2411,African-American,Male,1,1
2412,African-American,Male,0,1
2413,Caucasian,Male,0,0
2414,Caucasian,Female,1,0
2415,African-American,Female,0,1
2416,African-American,Male,1,1
2418,African-American,Male,1,0
2419,Other,Male,1,1
2420,African-American,Male,1,0
2421,African-American,Male,0,0
2422,African-American,Male,0,1
2423,Caucasian,Male,0,0
2424,Caucasian,Male,0,0
2425,Caucasian,Male,0,0
2426,African-American,Male,1,0
2428,Caucasian,Male,1,1
2429,Caucasian,Male,0,0
2430,Hispanic,Female,0,0
2432,African-American,Female,0,0
2433,African-American,Female,0,0
2434,African-American,Male,1,1
2435,Caucasian,Male,1,0
2437,African-American,Male,1,1
2438,Caucasian,Male,0,0
2440,African-American,Male,0,1
2441,Caucasian,Male,1,1
2442,Caucasian,Female,0,0
2443,African-American,Male,1,1
2445,African-American,Male,1,1
2446,Hispanic,Female,0,0
2447,Other,Male,0,0
2448,African-American,Male,0,0
2449,Hispanic,Male,1,0
2450,African-American,Male,0,0
2451,Caucasian,Male,0,0
2452,Caucasian,Female,0,0
2453,Caucasian,Male,0,1
2454,Caucasian,Male,0,0
2456,African-American,Male,0,1
2458,African-American,Male,0,0
2459,African-American,Male,0,0
2460,Caucasian,Male,1,1
2461,Caucasian,Male,0,1
2462,African-American,Male,1,1
2463,African-American,Male,1,1
2464,African-American,Male,1,1
2465,Caucasian,Male,1,0
2466,African-American,Male,0,0
2467,African-American,Female,0,1
2468,African-American,Male,1,1
2469,African-American,Male,1,1
2470,Caucasian,Male,1,1
2471,Caucasian,Male,1,0
2473,African-American,Female,0,0
2474,Caucasian,Male,0,0
2475,African-American,Male,1,1
2476,Caucasian,Male,1,1
2477,Hispanic,Male,0,1
2478,Caucasian,Male,0,0
2479,Caucasian,Female,0,0
2480,Caucasian,Male,1,0
2481,African-American,Male,0,1
2482,Caucasian,Male,0,0
2484,African-American,Male,1,1
2485,Caucasian,Male,0,0
2486,Caucasian,Male,0,0
2487,African-American,Male,1,1
2488,Caucasian,Male,0,0
2489,Caucasian,Male,0,0
2490,Caucasian,Male,0,0
2492,Caucasian,Male,1,0
2493,African-American,Male,1,1
2494,African-American,Male,0,1
2495,African-American,Male,0,0
2496,African-American,Male,1,1
2497,Caucasian,Male,0,0
2498,African-American,Male,1,0
2499,African-American,Male,0,0
2500,Caucasian,Male,1,0
2501,Caucasian,Female,1,1
2502,Caucasian,Male,1,0
2503,African-American,Male,1,0
2504,African-American,Male,1,1
2505,African-American,Male,0,0
2506,Other,Male,1,1
2507,African-American,Female,1,1
2508,African-American,Male,0,0
2509,Other,Male,0,0
2510,African-American,Female,0,0
2511,African-American,Male,1,1
2514,African-American,Female,0,0
2515,Caucasian,Male,1,1
2517,Caucasian,Female,0,0
2518,Caucasian,Male,0,0
2519,African-American,Male,0,0
2520,African-American,Male,1,0
2521,African-American,Male,0,1
2522,Caucasian,Male,0,0
2523,Hispanic,Male,0,0
2524,Hispanic,Female,1,0
2525,African-American,Male,1,1
2526,African-American,Male,1,1
2527,African-American,Male,0,1
2528,African-American,Male,1,0
2530,African-American,Female,0,0
2531,African-American,Female,0,0
2532,African-American,Female,1,1
2533,Other,Male,1,0
2534,Caucasian,Male,0,0
2535,Caucasian,Male,0,0
2536,Caucasian,Male,0,0
2537,Caucasian,Male,0,0
2538,African-American,Male,0,1
2539,African-American,Male,0,1
2540,African-American,Male,0,0
2541,African-American,Male,1,1
2542,Caucasian,Male,0,0
2543,Caucasian,Male,0,0
2544,African-American,Male,1,1
2545,African-American,Male,1,1
2546,Caucasian,Male,0,0
2547,Caucasian,Female,1,0
2548,Caucasian,Male,1,0
2550,Other,Male,0,0
2551,African-American,Female,1,1
2552,Hispanic,Male,1,1
2553,Caucasian,Male,1,0
2555,African-American,Male,1,1
2556,Caucasian,Male,0,0
2558,African-American,Female,0,0
2559,African-American,Male,1,1
2560,Hispanic,Male,0,0
2561,Caucasian,Male,1,1
2562,African-American,Male,1,1
2563,Hispanic,Male,0,1
2565,African-American,Male,0,0
2566,African-American,Male,1,0
2567,Asian,Male,1,1
2568,Other,Male,0,1
2569,African-American,Female,0,1
2570,African-American,Male,1,0
2571,African-American,Male,1,0
2572,Caucasian,Male,0,0
2573,African-American,Female,1,1
2574,African-American,Male,0,1
2575,African-American,Female,0,1
2576,African-American,Male,1,1
2577,Caucasian,Male,0,1
2578,African-American,Male,1,1
2579,Caucasian,Male,0,0
2580,African-American,Male,1,0
2581,Hispanic,Male,1,0
2582,African-American,Male,1,0
2583,Other,Male,0,0
2584,African-American,Male,0,1
2585,Caucasian,Male,1,1
2586,Caucasian,Male,0,0
2588,Caucasian,Male,0,0
2589,African-American,Male,0,0
2590,Hispanic,Male,0,0
2591,Caucasian,Male,0,0
2592,Caucasian,Male,0,0
2593,African-American,Male,1,1
2594,African-American,Male,1,1
2595,Caucasian,Male,0,1
2596,Caucasian,Female,1,0
2597,African-American,Male,0,0
2598,Caucasian,Male,0,0
2599,African-American,Male,1,1
2600,Caucasian,Male,0,0
2602,Caucasian,Male,0,0
2603,African-American,Male,1,1
2604,African-American,Male,1,1
2605,African-American,Male,0,0
2607,Hispanic,Male,1,1
2608,Caucasian,Male,1,1
2609,African-American,Female,1,0
2610,Hispanic,Male,1,0
2612,Hispanic,Male,0,0
2613,Hispanic,Male,1,1
2615,Hispanic,Male,0,1
2616,African-American,Male,1,0
2617,African-American,Male,1,1
2618,African-American,Male,1,0
2619,African-American,Male,0,0
2620,African-American,Male,1,1
2621,African-American,Male,1,1
2622,African-American,Male,0,1
2623,Caucasian,Male,0,0
2624,African-American,Female,0,0
2625,Caucasian,Male,0,0
2626,Caucasian,Male,0,0
2628,African-American,Male,0,1
2629,Caucasian,Male,0,1
2630,African-American,Male,0,1
2631,Caucasian,Male,1,1
2632,African-American,Male,1,1
2634,African-American,Male,0,0
2635,Other,Male,1,0
2636,African-American,Male,0,0
2638,Caucasian,Female,0,0
2640,Hispanic,Female,1,0
2641,African-American,Female,0,0
2642,Hispanic,Male,1,0
2643,African-American,Male,0,0
2644,Caucasian,Male,0,0
2645,African-American,Male,0,1
2647,African-American,Male,0,1
2648,Caucasian,Male,1,1
2649,Caucasian,Male,1,1
2650,Hispanic,Male,0,0
2651,African-American,Male,0,1
2652,Caucasian,Female,1,0
2654,Caucasian,Male,1,1
2655,Caucasian,Male,1,1
2656,African-American,Male,0,1
2657,African-American,Male,0,0
2659,African-American,Male,1,1
2660,African-American,Male,0,0
2661,Caucasian,Female,0,0
2662,Caucasian,Male,0,0
2663,Caucasian,Male,1,0
2664,Caucasian,Female,0,0
2665,Caucasian,Male,1,0
2666,Caucasian,Male,1,0
2667,Caucasian,Female,0,0
2668,Caucasian,Male,1,0
2669,African-American,Male,0,0
2670,African-American,Male,0,0
2671,Caucasian,Male,0,0
2672,African-American,Male,0,1
2673,African-American,Male,0,1
2674,Hispanic,Male,1,0
2675,African-American,Male,0,1
2676,Caucasian,Male,0,0
2677,Caucasian,Male,1,1
2679,African-American,Male,0,1
2680,Caucasian,Male,0,0
2681,African-American,Male,1,1
2683,African-American,Male,0,0
2685,African-American,Male,0,0
2686,Caucasian,Male,1,1
2687,African-American,Male,1,1
2689,African-American,Male,1,0
2690,Caucasian,Male,1,1
2691,Caucasian,Male,1,1
2692,African-American,Male,1,1
2693,African-American,Male,0,1
2694,African-American,Male,0,0
2696,Caucasian,Female,0,0
2698,Caucasian,Male,1,1
2699,Caucasian,Male,0,0
2700,Hispanic,Male,0,0
2701,Caucasian,Female,0,1
2703,African-American,Female,0,1
2704,African-American,Male,1,0
2705,African-American,Female,1,1
2706,African-American,Male,1,0
2707,Caucasian,Male,0,0
2708,African-American,Male,1,1
2709,African-American,Male,1,0
2710,African-American,Male,0,1
2711,Caucasian,Male,1,1
2712,African-American,Male,1,1
2714,African-American,Male,0,1
2715,African-American,Male,0,0
2716,African-American,Male,0,1
2720,African-American,Male,0,0
2722,African-American,Male,1,0
2724,Caucasian,Male,1,0
2725,Caucasian,Female,1,1
2726,African-American,Male,1,0
2727,African-American,Male,1,1
2729,Caucasian,Female,0,0
2730,African-American,Male,0,1
2731,Caucasian,Male,0,0
2732,Caucasian,Male,0,0
2733,Caucasian,Male,1,1
2734,African-American,Male,0,1
2736,Caucasian,Male,0,0
2737,African-American,Male,1,0
2738,Hispanic,Female,1,1
2740,Caucasian,Male,0,1
2741,Caucasian,Male,0,0
2743,Other,Male,1,1
2744,Caucasian,Male,0,0
2745,Caucasian,Female,1,0
2746,African-American,Male,1,1
2747,African-American,Male,1,1
2749,African-American,Male,1,1
2750,Hispanic,Male,0,0
2752,African-American,Female,1,1
2753,African-American,Female,0,0
2754,African-American,Male,1,1
2755,Caucasian,Male,0,0
2756,African-American,Male,1,1
2757,Caucasian,Male,0,0
2758,African-American,Male,0,0
2759,Caucasian,Female,1,0
2760,African-American,Male,1,1
2761,Other,Male,0,0
2763,Caucasian,Male,1,1
2764,African-American,Male,0,0
2765,Other,Male,1,1
2766,African-American,Female,1,1
2767,African-American,Male,1,1
2768,Caucasian,Male,1,0
2769,Hispanic,Male,1,0
2770,Caucasian,Male,1,1
2771,Caucasian,Male,1,1
2772,Hispanic,Male,0,1
2773,African-American,Male,1,1
2774,African-American,Male,0,0
2775,African-American,Male,1,1
2776,African-American,Male,1,0
2778,Hispanic,Male,0,0
2779,Hispanic,Male,1,0
2781,African-American,Male,0,0
2782,African-American,Male,0,1
2784,African-American,Female,0,0
2785,Caucasian,Male,0,0
2786,African-American,Male,0,1
2787,Caucasian,Male,0,1
2788,African-American,Male,1,1
2790,Caucasian,Male,0,0
2791,African-American,Male,0,1
2792,African-American,Male,1,0
2793,African-American,Male,0,1
2794,Other,Male,1,0
2795,African-American,Male,1,1
2796,African-American,Male,0,0
2797,African-American,Male,1,1
2799,African-American,Male,1,0
2800,Hispanic,Male,0,1
2801,African-American,Male,0,0
2802,Hispanic,Male,0,0
2804,Other,Male,1,0
2805,Caucasian,Male,0,0
2806,African-American,Male,0,0
2807,Other,Female,0,1
2808,Other,Male,1,1
2809,Hispanic,Male,0,0
2810,Caucasian,Male,1,1
2813,Caucasian,Male,0,0
2815,African-American,Male,0,1
2816,Hispanic,Male,0,0
2817,African-American,Male,1,1
2818,African-American,Male,0,1
2819,Caucasian,Male,1,1
2820,African-American,Male,1,1
2821,African-American,Male,1,1
2822,African-American,Male,1,0
2823,African-American,Male,1,1
2824,African-American,Male,0,1
2825,Caucasian,Male,0,0
2826,African-American,Male,0,1
2827,Hispanic,Male,0,1
2828,African-American,Male,1,0
2829,Caucasian,Male,0,1
2830,African-American,Male,1,1
2831,African-American,Male,0,1
2832,African-American,Male,1,1
2833,African-American,Male,1,1
2835,Other,Male,1,0
2836,African-American,Male,0,1
2837,African-American,Male,0,0
2838,Caucasian,Male,0,0
2839,African-American,Male,0,0
2840,Hispanic,Male,1,1
2841,African-American,Male,1,0
2842,Other,Male,1,1
2843,African-American,Male,1,1
2844,Caucasian,Male,1,0
2845,African-American,Male,1,1
2846,Caucasian,Male,1,0
2847,Caucasian,Male,0,0
2848,African-American,Male,1,1
2849,Other,Female,0,0
2850,Caucasian,Male,0,0
2851,Other,Male,1,0
2853,African-American,Female,1,1
2854,Hispanic,Male,1,0
2855,African-American,Male,0,1
2856,Caucasian,Male,0,0
2857,African-American,Male,1,1
2859,Other,Female,0,1
2860,African-American,Male,1,1
2861,Caucasian,Male,1,0
2862,Caucasian,Male,0,0
2863,African-American,Male,1,1
2864,African-American,Male,1,1
2865,African-American,Male,1,0
2866,African-American,Male,1,1
2867,Caucasian,Male,1,0
2868,Caucasian,Male,0,1
2869,Caucasian,Male,0,0
2870,African-American,Male,0,0
2872,African-American,Male,0,1
2873,Caucasian,Male,1,0
2874,African-American,Male,1,0
2876,Caucasian,Male,0,0
2877,African-American,Male,0,0
2878,Hispanic,Male,0,0
2879,African-American,Male,0,1
2881,Hispanic,Male,0,1
2882,Caucasian,Male,1,0
2883,African-American,Male,0,0
2885,Caucasian,Male,0,0
2886,Caucasian,Male,0,0
2887,African-American,Male,1,0
2888,Caucasian,Male,0,0
2889,Caucasian,Male,0,0
2890,Caucasian,Female,0,0
2891,African-American,Female,1,0
2892,African-American,Male,0,1
2893,Other,Male,0,0
2894,Caucasian,Female,0,0
2896,Hispanic,Male,1,0
2897,Caucasian,Male,1,0
2898,Caucasian,Male,0,1
2899,Hispanic,Female,0,0
2900,Caucasian,Male,1,1
2901,Other,Female,0,0
2902,African-American,Male,1,1
2903,Caucasian,Male,0,0
2904,Caucasian,Female,0,0
2905,Caucasian,Female,0,1
2907,Caucasian,Female,0,0
2908,Caucasian,Male,0,1
2909,Caucasian,Female,0,1
2910,Caucasian,Female,0,1
2911,African-American,Female,0,1
2912,African-American,Male,1,0
2913,African-American,Male,0,0
2914,African-American,Male,0,0
2915,Caucasian,Male,0,0
2916,African-American,Male,1,1
2917,African-American,Male,1,1
2919,African-American,Male,1,0
2921,Caucasian,Male,0,0
2923,Caucasian,Female,1,0
2924,African-American,Male,0,0
2925,African-American,Female,1,1
2926,Hispanic,Male,0,0
2927,Caucasian,Male,0,0
2928,Caucasian,Male,0,0
2929,African-American,Male,1,0
2930,African-American,Male,0,0
2931,African-American,Male,1,1
2932,African-American,Male,0,1
2933,African-American,Male,0,0
2934,Caucasian,Male,1,1
2936,African-American,Male,1,1
2937,African-American,Male,1,0
2938,Caucasian,Male,1,1
2939,Hispanic,Male,1,1
2940,African-American,Male,1,0
2941,African-American,Female,0,0
2942,African-American,Male,0,1
2943,African-American,Female,0,0
2944,African-American,Male,0,0
2945,African-American,Male,0,0
2946,Caucasian,Male,1,1
2950,African-American,Male,1,0
2952,Caucasian,Male,0,1
2954,African-American,Female,0,1
2955,African-American,Male,1,1
2956,Caucasian,Male,0,0
2957,African-American,Male,0,0
2958,African-American,Male,1,1
2959,Other,Male,1,0
2960,African-American,Male,0,1
2961,Caucasian,Male,1,0
2962,African-American,Female,0,0
2963,African-American,Male,1,0
2964,African-American,Female,1,1
2965,Caucasian,Female,0,1
2966,Caucasian,Male,0,0
2967,Hispanic,Male,1,1
2968,Caucasian,Male,1,1
2969,Other,Male,0,0
2970,Other,Male,0,0
2971,Caucasian,Male,1,1
2972,African-American,Female,0,0
2973,Caucasian,Female,0,0
2974,African-American,Male,0,0
2975,Caucasian,Male,0,0
2976,African-American,Male,1,1
2977,African-American,Male,1,0
2978,African-American,Male,1,1
2980,Hispanic,Male,0,0
2982,African-American,Female,0,0
2984,Caucasian,Male,0,0
2986,Hispanic,Male,0,0
2987,African-American,Male,0,1
2988,African-American,Female,1,1
2990,African-American,Female,0,0
2991,African-American,Female,0,0
2992,Caucasian,Male,1,0
2994,Caucasian,Male,1,1
2996,African-American,Male,1,0
2997,African-American,Male,1,1
2999,African-American,Female,0,1
3000,Caucasian,Male,0,0
3002,Caucasian,Male,1,1
3003,African-American,Male,1,0
3004,Hispanic,Male,1,0
3005,Caucasian,Male,0,1
3006,African-American,Male,1,1
3007,Asian,Male,0,0
3008,African-American,Male,1,1
3009,African-American,Male,1,0
3010,African-American,Male,0,1
3011,African-American,Male,1,0
3012,African-American,Male,0,0
3013,Hispanic,Male,0,0
3014,Other,Male,1,0
3015,African-American,Male,1,1
3016,Caucasian,Male,0,0
3017,African-American,Male,1,1
3018,African-American,Male,0,0
3019,Caucasian,Male,1,1
3021,African-American,Female,0,1
3022,African-American,Male,1,1
3023,Caucasian,Male,1,0
3025,Caucasian,Male,0,0
3026,Other,Male,0,0
3027,African-American,Male,1,1
3030,Caucasian,Male,1,0
3031,Caucasian,Male,0,1
3032,Caucasian,Male,1,0
3033,African-American,Male,1,1
3034,Caucasian,Male,1,0
3035,African-American,Female,1,1
3036,African-American,Male,1,0
3037,Hispanic,Female,1,0
3038,African-American,Male,1,1
3039,Caucasian,Female,0,0
3040,African-American,Male,1,1
3041,Other,Male,0,0
3042,Caucasian,Male,0,1
3043,Caucasian,Male,0,0
3044,Hispanic,Male,0,1
3045,African-American,Male,0,1
3046,African-American,Male,1,1
3048,Caucasian,Male,1,0
3049,African-American,Male,0,1
3050,Caucasian,Male,0,0
3051,African-American,Male,0,1
3052,African-American,Male,0,0
3053,Caucasian,Female,0,0
3054,Caucasian,Male,1,1
3055,African-American,Female,0,0
3056,African-American,Male,1,1
3057,Caucasian,Female,0,0
3058,Caucasian,Female,0,0
3060,Caucasian,Male,1,1
3062,African-American,Male,1,0
3063,Other,Male,1,1
3064,Other,Male,0,0
3065,African-American,Male,0,0
3066,Caucasian,Male,0,0
3067,Hispanic,Male,0,0
3068,African-American,Male,1,1
3069,Caucasian,Male,0,0
3070,Hispanic,Male,0,0
3071,Caucasian,Male,1,1
3073,African-American,Female,0,0
3075,Caucasian,Male,0,0
3076,Caucasian,Male,0,0
3078,Hispanic,Male,0,0
3079,African-American,Male,0,0
3080,African-American,Male,0,1
3082,Caucasian,Male,0,1
3083,Hispanic,Male,1,0
3084,Caucasian,Male,1,0
3085,African-American,Male,1,0
3086,Caucasian,Female,1,0
3087,African-American,Male,1,1
3089,Caucasian,Female,1,0
3091,African-American,Male,0,0
3092,African-American,Male,1,1
3093,Caucasian,Male,0,0
3094,Caucasian,Male,0,0
3096,African-American,Male,1,1
3097,Caucasian,Male,0,1
3098,African-American,Female,1,0
3100,Other,Female,0,0
3101,Caucasian,Male,1,0
3102,African-American,Male,1,1
3103,African-American,Male,0,1
3104,African-American,Male,0,1
3105,African-American,Male,0,0
3106,African-American,Male,1,1
3107,Hispanic,Male,0,1
3109,African-American,Female,0,0
3110,Caucasian,Male,0,0
3111,Caucasian,Male,0,0
3113,African-American,Male,0,0
3115,African-American,Male,1,0
3117,Hispanic,Male,1,0
3118,Caucasian,Male,0,0
3120,Caucasian,Male,0,0
3121,Caucasian,Male,1,1
3122,Caucasian,Male,0,0
3123,Caucasian,Male,0,0
3124,African-American,Male,0,1
3125,African-American,Male,0,1
3126,Caucasian,Male,0,0
3127,Caucasian,Male,1,1
3128,African-American,Male,1,0
3129,Caucasian,Male,1,0
3130,Caucasian,Male,0,1
3131,Caucasian,Male,1,0
3132,African-American,Male,0,1
3133,African-American,Male,0,0
3134,African-American,Male,1,1
3135,African-American,Female,0,1
3136,Caucasian,Male,1,0
3137,African-American,Male,1,1
3139,Other,Male,0,1
3140,Caucasian,Male,0,0
3141,African-American,Female,1,1
3142,Other,Male,0,0
3145,African-American,Male,1,1
3146,African-American,Male,1,1
3147,Caucasian,Female,1,1
3148,Caucasian,Male,0,0
3149,Caucasian,Female,0,1
3150,African-American,Female,0,1
3151,African-American,Male,1,0
3153,African-American,Male,1,1
3156,African-American,Male,1,0
3157,Hispanic,Male,1,0
3158,African-American,Female,0,0
3159,Caucasian,Male,0,1
3160,Caucasian,Male,0,0
3161,Caucasian,Male,0,1
3162,African-American,Female,0,1
3163,African-American,Male,0,1
3164,Caucasian,Male,0,0
3165,African-American,Male,0,1
3166,Hispanic,Male,1,1
3167,Caucasian,Male,0,0
3169,African-American,Male,1,0
3170,African-American,Male,0,0
3171,Caucasian,Male,1,0
3173,African-American,Male,1,1
3174,Caucasian,Female,1,0
3175,African-American,Female,1,1
3176,African-American,Female,0,0
3177,African-American,Male,1,1
3178,Other,Male,1,1
3179,African-American,Female,0,1
3180,Hispanic,Female,0,0
3181,African-American,Male,1,1
3182,Caucasian,Male,0,0
3183,Caucasian,Male,1,0
3184,African-American,Female,0,0
3185,African-American,Female,1,1
3187,Caucasian,Male,1,0
3188,African-American,Male,1,0
3189,African-American,Male,0,1
3190,Caucasian,Male,0,0
3191,African-American,Female,0,0
3192,African-American,Male,1,0
3193,Caucasian,Male,1,1
3194,African-American,Male,0,0
3195,African-American,Male,1,0
3197,African-American,Male,0,1
3198,Other,Female,0,0
3199,Caucasian,Male,1,1
3200,Other,Female,0,0
3202,Other,Male,0,0
3203,African-American,Male,1,1
3204,African-American,Male,1,1
3205,Hispanic,Male,0,0
3207,African-American,Male,0,1
3208,Hispanic,Male,0,1
3209,African-American,Male,1,1
3211,Hispanic,Male,0,0
3214,Caucasian,Male,0,0
3216,African-American,Female,1,1
3217,Other,Male,0,0
3218,African-American,Male,0,1
3219,Caucasian,Male,1,0
3220,African-American,Male,1,1
3221,African-American,Male,0,1
3222,Caucasian,Male,0,0
3223,African-American,Male,0,1
3224,African-American,Female,1,0
3225,Other,Male,0,0
3227,African-American,Male,1,1
3228,African-American,Male,1,1
3229,Hispanic,Male,0,0
3230,African-American,Male,1,1
3231,African-American,Male,1,1
3232,Caucasian,Female,1,1
3233,African-American,Male,1,1
3234,Caucasian,Male,0,0
3235,Caucasian,Male,0,0
3236,African-American,Male,0,0
3237,Hispanic,Female,0,0
3238,African-American,Male,1,0
3239,African-American,Male,1,0
3240,African-American,Male,1,1
3241,African-American,Male,0,1
3242,Caucasian,Male,1,0
3243,Hispanic,Male,1,0
3244,Caucasian,Female,1,1
3245,Other,Male,1,0
3247,African-American,Male,1,1
3248,Other,Male,0,0
3249,African-American,Male,1,1
3251,African-American,Male,0,0
3252,African-American,Male,0,0
3253,African-American,Male,1,1
3255,African-American,Male,1,1
3256,Caucasian,Male,1,1
3257,African-American,Male,0,0
3258,African-American,Male,1,1
3259,Caucasian,Male,0,0
3260,Caucasian,Male,0,0
3261,Caucasian,Male,1,1
3262,Caucasian,Male,1,1
3263,African-American,Male,1,0
3264,African-American,Male,1,1
3265,Hispanic,Male,0,0
3266,Caucasian,Male,1,0
3267,Caucasian,Male,0,0
3268,Caucasian,Male,0,0
3269,African-American,Male,1,1
3270,African-American,Male,1,0
3271,African-American,Male,1,1
3272,African-American,Male,1,0
3273,Hispanic,Male,1,1
3274,Caucasian,Female,0,0
3275,African-American,Male,1,1
3276,Caucasian,Male,0,0
3277,African-American,Male,1,1
3278,Caucasian,Male,1,0
3279,Caucasian,Female,1,1
3280,African-American,Male,1,1
3281,African-American,Male,0,1
3282,African-American,Male,0,0
3283,Caucasian,Male,1,0
3285,African-American,Male,1,0
3286,African-American,Male,0,0
3287,Caucasian,Male,0,1
3288,Caucasian,Female,0,1
3289,African-American,Male,1,1
3290,Caucasian,Male,1,1
3291,Caucasian,Female,0,1
3292,African-American,Female,0,1
3293,African-American,Male,0,0
3294,African-American,Female,1,1
3295,Caucasian,Female,0,0
3296,African-American,Male,0,0
3297,Caucasian,Male,0,0
3298,Caucasian,Male,0,0
3299,African-American,Male,1,1
3300,African-American,Male,0,0
3301,African-American,Female,0,0
3302,African-American,Male,1,1
3303,African-American,Male,1,1
3304,African-American,Female,1,0
3305,Caucasian,Female,1,1
3307,Caucasian,Male,1,0
3309,Other,Male,1,1
3310,African-American,Female,1,1
3311,Caucasian,Male,0,1
3312,African-American,Male,1,1
3313,African-American,Male,0,0
3315,African-American,Male,1,0
3316,African-American,Male,1,1
3317,African-American,Male,0,1
3321,Caucasian,Male,0,0
3322,Caucasian,Female,1,1
3323,African-American,Female,0,1
3324,African-American,Female,0,0
3325,African-American,Male,1,1
3326,African-American,Male,0,0
3327,Caucasian,Female,1,0
3328,African-American,Male,1,1
3329,Hispanic,Male,0,1
3330,Caucasian,Male,1,1
3332,Caucasian,Male,0,0
3334,African-American,Male,1,1
3335,African-American,Male,1,0
3337,African-American,Male,1,1
3338,African-American,Male,1,1
3340,African-American,Male,1,1
3341,African-American,Female,0,0
3342,African-American,Male,0,0
3343,African-American,Male,1,1
3344,African-American,Male,1,0
3345,African-American,Male,0,0
3346,Caucasian,Female,0,0
3347,Hispanic,Male,0,0
3348,African-American,Male,0,0
3349,African-American,Male,1,1
3350,African-American,Male,0,1
3351,African-American,Male,1,0
3352,Caucasian,Male,1,1
3354,African-American,Female,1,0
3355,Caucasian,Male,1,1
3356,African-American,Male,1,0
3357,African-American,Male,1,1
3358,African-American,Female,0,0
3359,Caucasian,Female,0,1
3361,Other,Male,1,1
3362,Caucasian,Male,1,0
3363,African-American,Male,1,1
3364,African-American,Male,0,0
3365,Caucasian,Female,0,0
3366,African-American,Male,1,1
3367,African-American,Male,1,1
3368,African-American,Male,1,1
3369,African-American,Male,1,1
3370,African-American,Male,0,0
3371,African-American,Male,0,1
3373,Caucasian,Female,0,0
3374,Hispanic,Male,1,1
3375,Caucasian,Male,0,1
3377,African-American,Male,1,1
3378,Other,Male,1,0
3379,Caucasian,Male,0,0
3380,African-American,Male,0,1
3381,African-American,Female,1,0
3382,African-American,Male,0,0
3383,African-American,Male,0,0
3384,Hispanic,Male,1,0
3385,African-American,Female,0,1
3386,African-American,Male,1,1
3387,Other,Female,0,0
3388,Caucasian,Male,0,0
3389,Caucasian,Male,0,0
3390,African-American,Male,0,0
3391,African-American,Male,0,0
